V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
0,0,0,0,0,0,7.264802034,7.264802034,7.264802034,7.264802034,7.264802034,7.264802034,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,43.5888122,50.85361424,43.5888122,50.85361424,65.38321831
0,0,27.89400279,27.89400279,27.89400279,27.89400279,83.68200837,83.68200837,83.68200837,251.0460251,251.0460251,251.0460251,251.0460251,251.0460251,251.0460251,251.0460251,251.0460251,251.0460251,278.9400279,278.9400279,278.9400279,278.9400279,251.0460251,278.9400279,278.9400279,278.9400279,223.1520223,278.9400279,278.9400279
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.02707941,20.24055594,20.24055594,23.30730684,27.29408301,27.29408301,32.50755954,32.20088445,34.34761008,39.8677617,43.24118769,51.52141512,55.81486638,62.25504327,62.56171836,61.02834291,62.25504327,68.69522016,78.20214795,83.72229957,83.10894939,82.18892412,87.40240065,88.01575083,91.38917682,103.3495053,97.52267862,114.3898086,120.2166353
7.21844457,14.43688914,14.43688914,18.76795588,24.54271154,24.54271154,28.87377828,27.43008936,28.87377828,40.42328959,49.08542307,69.29706787,69.29706787,69.29706787,72.1844457,72.1844457,86.62133483,95.28346832,114.0514242,112.6077353,119.8261799,116.938802,129.9320023,129.9320023,132.8193801,142.9252025,138.5941357,150.143647,154.4747138
14.9797773,24.9662955,24.9662955,24.9662955,69.9056274,69.9056274,79.8921456,79.8921456,79.8921456,84.8854047,84.8854047,99.865182,99.865182,99.865182,104.8584411,104.8584411,119.8382184,119.8382184,124.8314775,124.8314775,124.8314775,114.8449593,139.8112548,154.7910321,104.8584411,169.7708094,159.7842912,169.7708094,254.6562141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.23373243,31.23373243,31.23373243,31.23373243,31.23373243,31.23373243,41.64497657,41.64497657,62.46746486,62.46746486,62.46746486,52.05622072,62.46746486,62.46746486,72.87870901,72.87870901,93.70119729,114.5236856,114.5236856,114.5236856,114.5236856,114.5236856,114.5236856,114.5236856,114.5236856,114.5236856,104.1124414,114.5236856,93.70119729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,26.12330199,26.12330199,26.12330199,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,78.36990596,52.24660397,78.36990596,78.36990596,26.12330199,78.36990596,78.36990596
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258,17.07067258
0,0,0,0,0,0,0,0,0,20.18570852,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704,40.37141704
3.230704617,3.230704617,3.230704617,3.230704617,3.230704617,3.230704617,3.230704617,3.230704617,3.230704617,3.230704617,12.92281847,12.92281847,16.15352308,16.15352308,16.15352308,12.92281847,16.15352308,16.15352308,16.15352308,19.3842277,32.30704617,35.53775078,35.53775078,38.7684554,48.46056925,67.84479695,67.84479695,77.5369108,77.5369108
29.86774451,35.86920719,36.14834499,43.12678997,56.52540433,56.10669763,74.11108568,73.69237898,80.11254836,87.78883784,98.39607421,112.632102,114.1673599,120.4479603,127.1472675,121.4249426,137.3357972,146.8264824,164.9704393,181.4395695,179.346036,181.1604317,197.0712862,200.7000776,206.1432647,239.7793695,220.2397235,269.2284073,269.7866829
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.46199267,19.54629262,18.67108549,23.04712115,29.7570425,29.7570425,41.13473522,41.13473522,45.80250659,49.88680654,56.30499218,63.30664924,65.34879922,65.93227064,70.3083063,67.09921348,74.39260625,78.18517049,79.64384904,85.77029897,86.06203468,83.14467757,87.52071324,88.10418466,91.8967489,102.9827059,91.31327748,107.3587416,104.4413845
216.3911771,265.4883349,265.4883349,307.3118397,338.224865,332.7696252,405.5061553,400.0509156,516.4293637,552.7976288,598.2579601,600.0763734,618.2605059,658.2655974,670.9944902,630.9893987,692.8154492,754.6414998,791.0097649,821.9227902,789.1913516,791.0097649,861.9278817,820.1043769,834.6516829,871.019948,796.4650046,872.8383612,751.0046733
11.41465642,11.41465642,11.41465642,11.41465642,11.41465642,11.41465642,19.02442736,19.02442736,19.02442736,19.02442736,22.82931284,34.24396926,30.43908378,30.43908378,34.24396926,34.24396926,26.63419831,45.65862568,57.07328209,57.07328209,60.87816757,60.87816757,60.87816757,60.87816757,72.29282399,83.7074804,76.09770946,87.51236588,87.51236588
16.52994441,18.49112426,18.35103999,21.71306258,28.99744486,28.43710776,38.52317554,38.24300699,42.02528241,45.52738928,50.15017034,58.27505828,58.27505828,59.53581675,62.19741797,59.2556482,72.84382284,70.882643,78.72736238,84.61090192,78.44719383,83.49022772,87.83284024,87.27250314,84.89107047,95.53747535,85.45140757,97.35857092,97.07840237
2.082422274,2.082422274,2.082422274,2.082422274,2.082422274,2.082422274,4.164844547,4.164844547,4.164844547,4.164844547,4.164844547,6.247266821,6.247266821,8.329689094,8.329689094,8.329689094,10.41211137,10.41211137,14.57695592,16.65937819,14.57695592,16.65937819,18.74180046,18.74180046,18.74180046,20.82422274,18.74180046,22.90664501,39.5660232
16.73080141,26.76928225,26.76928225,26.76928225,41.82700351,41.82700351,55.21164464,53.5385645,55.21164464,70.2693659,73.61552618,73.61552618,76.96168646,76.96168646,80.30784675,76.96168646,78.63476661,83.65400703,88.67324745,93.69248787,92.01940773,85.32708717,100.3848084,103.7309687,90.34632759,113.7694496,100.3848084,115.4425297,113.7694496
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998,16.3371998
12.88244767,12.88244767,12.88244767,12.88244767,12.88244767,12.88244767,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,19.3236715,25.76489533,25.76489533,19.3236715,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,25.76489533,12.88244767,32.20611916,32.20611916
231.9378407,330.5114229,324.7129769,376.8989911,452.2787893,446.4803433,469.6741273,458.0772353,475.4725734,481.2710194,504.4648034,521.8601415,545.0539255,527.6585875,562.4492636,550.8523716,545.0539255,545.0539255,533.4570335,556.6508176,487.0694654,458.0772353,585.6430477,574.0461556,556.6508176,643.6275078,626.2321698,684.2166299,672.6197379
123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,123.3045623,0,123.3045623,246.6091245,246.6091245,369.9136868,369.9136868,369.9136868,369.9136868,369.9136868,369.9136868,369.9136868,369.9136868,369.9136868
14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,0,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949,14.5158949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.02804391,22.232448,22.232448,26.88575107,35.84766809,35.84766809,51.01398921,51.18633377,59.80356167,64.80155386,74.28050456,86.68931274,89.96385935,94.61716242,102.0279784,99.09812093,111.8516182,112.3686519,126.5009057,130.6371751,127.7073176,127.534973,138.9097139,138.0479911,137.8756465,158.9016826,143.0459833,168.0359442,167.5189105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13.96063102,13.96063102,13.96063102,13.96063102,13.96063102,27.92126204,27.92126204,55.84252408,55.84252408,55.84252408,69.8031551,69.8031551,69.8031551,69.8031551,69.8031551,83.76378612,83.76378612,111.6850482,111.6850482,111.6850482,83.76378612,97.72441714,167.5275722,167.5275722,237.3307273,223.3700963,237.3307273,209.4094653
0,0,0,0,0,0,12.78118609,12.78118609,25.56237219,25.56237219,38.34355828,38.34355828,38.34355828,38.34355828,38.34355828,38.34355828,51.12474438,51.12474438,51.12474438,51.12474438,63.90593047,63.90593047,63.90593047,102.2494888,102.2494888,102.2494888,89.46830266,102.2494888,102.2494888
1.775883502,8.87941751,8.87941751,23.08648553,37.29355354,37.29355354,40.84532055,40.84532055,40.84532055,42.62120405,44.39708755,51.50062156,56.82827207,60.38003907,60.38003907,60.38003907,65.70768958,78.13887409,78.13887409,78.13887409,76.36299059,71.03534008,81.69064109,69.25945658,76.36299059,92.34594211,88.7941751,92.34594211,94.12182561
12.2675583,17.40281526,17.11752321,18.82927553,23.67924044,22.82336428,27.38803713,26.53216097,28.8144974,33.37917026,36.23209079,41.65263981,42.22322391,43.36439213,45.3614365,44.50556034,46.21731266,44.50556034,50.21140141,52.49373784,51.35256963,48.78494114,55.06136632,57.6289948,56.48782659,65.33188025,60.48191534,67.89950873,69.8965531
0,0,0,0,0,0,0,0,0,0,6.895125147,6.895125147,6.895125147,6.895125147,6.895125147,6.895125147,13.79025029,13.79025029,13.79025029,13.79025029,13.79025029,13.79025029,13.79025029,20.68537544,20.68537544,20.68537544,20.68537544,20.68537544,20.68537544
0,0,0,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,17.82531194,35.65062389,35.65062389,35.65062389,35.65062389,17.82531194,53.47593583,53.47593583,53.47593583,53.47593583,53.47593583
9.290226682,9.290226682,9.290226682,13.93534002,23.2255667,23.2255667,27.87068004,27.87068004,27.87068004,32.51579339,32.51579339,41.80602007,51.09624675,60.38647343,60.38647343,60.38647343,60.38647343,60.38647343,51.09624675,60.38647343,60.38647343,60.38647343,60.38647343,74.32181345,69.67670011,74.32181345,69.67670011,102.1924935,106.8376068
3.263558454,3.916270144,3.916270144,5.874405216,7.179828598,7.832540289,9.13796367,10.44338705,10.44338705,10.44338705,13.05423381,13.05423381,16.31779227,17.62321565,20.8867741,20.8867741,20.8867741,21.53948579,20.8867741,22.84490918,22.84490918,22.19219748,22.84490918,20.8867741,21.53948579,22.19219748,21.53948579,21.53948579,24.15033256
0,0,0,0,128.8659794,128.8659794,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,257.7319588,128.8659794,257.7319588,128.8659794,257.7319588,257.7319588
0,0,0,0,15.16530179,15.16530179,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,30.33060358,15.16530179,30.33060358,15.16530179,45.49590537,45.49590537
0,0,0,0,3.822922242,3.822922242,3.822922242,3.822922242,3.822922242,11.46876673,7.645844484,26.76045569,26.76045569,26.76045569,26.76045569,26.76045569,30.58337793,42.05214466,42.05214466,38.22922242,38.22922242,38.22922242,38.22922242,42.05214466,38.22922242,42.05214466,42.05214466,42.05214466,42.05214466
7.106647084,9.475529445,9.475529445,14.21329417,18.95105889,18.95105889,30.7954707,30.7954707,30.7954707,33.16435306,61.59094139,73.4353532,78.17311792,78.17311792,78.17311792,75.80423556,85.27976501,82.91088265,127.9196475,130.2885299,135.0262946,135.0262946,142.1329417,144.501824,144.501824,165.8217653,153.9773535,172.9284124,172.9284124
10.50493732,10.50493732,10.50493732,14.00658309,14.00658309,14.00658309,14.00658309,14.00658309,17.50822887,24.51152041,24.51152041,59.52797815,66.5312697,80.53785279,80.53785279,73.53456124,154.072414,178.5839344,206.5971006,259.1217872,311.6464738,311.6464738,360.6695147,423.6991386,472.7221794,542.7550949,542.7550949,623.2929477,689.8242174
0,5.425347222,5.425347222,10.85069444,16.27604167,16.27604167,16.27604167,16.27604167,16.27604167,16.27604167,16.27604167,16.27604167,21.70138889,21.70138889,21.70138889,21.70138889,27.12673611,27.12673611,27.12673611,27.12673611,27.12673611,21.70138889,27.12673611,21.70138889,27.12673611,32.55208333,32.55208333,37.97743056,37.97743056
0,0,0,0,0,0,0,0,0,0,0,41.38216429,41.38216429,62.07324643,62.07324643,62.07324643,82.76432857,82.76432857,62.07324643,62.07324643,62.07324643,62.07324643,62.07324643,62.07324643,82.76432857,82.76432857,82.76432857,82.76432857,82.76432857
5.389092477,5.389092477,5.389092477,5.389092477,16.16727743,16.16727743,16.16727743,16.16727743,16.16727743,16.16727743,26.94546238,26.94546238,26.94546238,26.94546238,26.94546238,21.55636991,26.94546238,32.33455486,32.33455486,32.33455486,32.33455486,32.33455486,32.33455486,32.33455486,21.55636991,32.33455486,32.33455486,32.33455486,32.33455486
0,0,0,0,0,0,23.33177788,23.33177788,23.33177788,46.66355576,46.66355576,69.99533364,69.99533364,69.99533364,93.32711153,93.32711153,93.32711153,93.32711153,93.32711153,93.32711153,93.32711153,93.32711153,93.32711153,93.32711153,116.6588894,116.6588894,93.32711153,116.6588894,116.6588894
100.2785515,128.1337047,128.1337047,139.275766,150.4178273,139.275766,139.275766,116.9916435,172.7019499,183.8440111,200.5571031,200.5571031,206.1281337,206.1281337,206.1281337,189.4150418,211.6991643,245.1253482,261.8384401,250.6963788,261.8384401,233.9832869,272.9805014,261.8384401,261.8384401,306.4066852,289.6935933,306.4066852,289.6935933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941,8.220979941
1.790734738,1.790734738,1.790734738,3.581469477,5.372204215,5.372204215,11.93823159,11.34132001,11.34132001,14.32587791,17.31043581,22.68264002,23.87646318,25.07028634,25.07028634,25.66719792,28.05484424,28.65175582,33.42704845,36.41160635,36.41160635,35.81469477,38.20234109,38.79925267,41.18689898,48.34983794,41.78381056,51.33439584,59.09424637
0,0,0,0,0,0,0,0,0,0,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828,15.78282828
0,17.77777778,17.77777778,17.77777778,26.66666667,26.66666667,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,26.66666667,62.22222222,62.22222222,53.33333333,62.22222222,44.44444444,62.22222222,62.22222222
15.5442428,34.9745463,34.9745463,46.6327284,62.1769712,62.1769712,66.0630319,66.0630319,69.9490926,89.37939611,108.8096996,112.6957603,112.6957603,120.4678817,124.3539424,124.3539424,124.3539424,132.1260638,139.8981852,159.3284887,155.442428,139.8981852,159.3284887,151.5563673,159.3284887,186.5309136,178.7587922,190.4169743,186.5309136
0,0,0,0,0,0,14.61347362,14.61347362,14.61347362,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,43.84042087,29.22694725,43.84042087,43.84042087
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.20852155,12.20852155,12.20852155,12.20852155,12.20852155,12.20852155,48.83408619,48.83408619,48.83408619,85.45965084,109.8766939,122.0852155,122.0852155,122.0852155,122.0852155,122.0852155,122.0852155,134.293737,146.5022586,146.5022586,146.5022586,146.5022586,146.5022586,146.5022586,158.7107801,183.1278232,146.5022586,207.5448663,207.5448663
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.25078208,29.02570387,35.47586029,41.92601671,41.92601671,45.15109491,64.50156416,109.6526591,106.4275809,129.0031283,161.2539104,174.1542232,164.4789886,174.1542232,180.6043797,174.1542232,183.8294579,206.4050053,232.205631,225.7554746,228.9805528,235.4307092,258.0062567,290.2570387,296.7071951,293.4821169,277.3567259,251.5561002,322.5078208
11.96029183,27.90734761,23.92058366,23.92058366,23.92058366,23.92058366,23.92058366,23.92058366,23.92058366,23.92058366,39.86763944,39.86763944,39.86763944,43.85440338,43.85440338,43.85440338,47.84116732,43.85440338,39.86763944,39.86763944,55.81469521,39.86763944,55.81469521,59.80145916,63.7882231,87.70880676,87.70880676,91.69557071,91.69557071
0,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,20.37074761,40.74149521,40.74149521,40.74149521,40.74149521,101.853738,81.48299043,101.853738,101.853738,101.853738,122.2244856,122.2244856,122.2244856,122.2244856
27.04379504,32.77071634,32.77071634,39.77028682,55.36023926,54.40575237,78.26792447,77.31343758,88.76728019,100.2211228,115.4929129,143.8093572,152.3997391,161.6264456,174.0347751,170.8531522,191.8518636,191.8518636,217.9411718,241.8033439,244.3486422,249.1210767,277.7556832,280.3009815,278.3920078,318.7986192,293.9819602,355.0691208,359.5233929
9.98003992,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,9.98003992,19.96007984,19.96007984,19.96007984,19.96007984,19.96007984,9.98003992,19.96007984,19.96007984,19.96007984,29.94011976,29.94011976,29.94011976,39.92015968
57.10816541,63.04148129,78.29857929,94.61519798,129.791285,150.7697948,195.7994243,206.1827271,220.5922085,280.1372715,291.2622388,312.5586047,381.8512581,425.2916066,420.7356676,501.1532883,540.2496019,542.2626912,556.4602685,597.7815756,613.3565298,649.6980896,668.1337497,697.5884249,699.3896101,720.6859761,789.1310129,831.0880324,974.017374
12.77029048,15.2347325,20.94775719,25.31654077,30.69350519,36.74259015,43.68783585,51.75328247,59.14660854,74.49336113,79.19820499,80.99052646,95.21707814,113.1402928,110.899891,158.1723698,175.9835644,192.562538,202.308286,235.242193,247.4523831,268.2881202,290.6921385,306.1509112,322.8419049,336.9564365,388.1496185,392.7424423,409.5454561
18.22087007,24.29449343,28.71167406,35.88959257,48.03683929,62.39267631,65.70556178,71.77918514,76.19636576,94.41723584,98.28226888,105.4601874,123.1289099,136.3804518,134.724009,168.4050113,188.2823241,203.1903087,210.9203748,228.0369497,234.6627207,248.4664101,271.6566084,282.6995599,289.8774785,290.429626,321.902038,317.4848574,360.5523684
9.220442335,11.0645308,14.75270774,16.5967962,22.74375776,30.12011163,33.80828856,39.95525012,44.25812321,54.0932617,59.6255271,65.1577925,79.91050024,87.28685411,86.67215795,120.4804465,143.2242043,167.1973543,171.5002274,197.317466,202.2350352,218.2171353,220.6759199,239.1168046,249.5666392,253.8695123,269.2369162,280.9161432,288.9071932
14.80842331,17.95667079,25.65238684,26.81840442,31.94888179,42.79284532,59.58349852,69.84445325,73.69231128,101.4435298,117.3013689,132.1097922,166.5073109,189.0114503,185.5133975,247.545533,273.5477251,304.4471911,329.6331709,372.0762109,392.9479257,417.2010914,454.9800611,500.4547469,521.2098598,529.0221777,567.9671649,594.4357641,635.8293883
3.373515653,4.872855943,5.622526089,7.121866379,7.496701451,8.996041742,10.12054696,10.49538203,10.49538203,14.61856783,20.24109392,20.24109392,22.86493943,30.36164088,30.36164088,50.22789972,57.72460118,65.97097277,68.21998321,79.83987046,81.33921075,84.33789133,92.20942785,104.5789852,113.9498621,121.8213986,128.5684299,132.6916157,143.9366679
15.90235951,19.87794939,19.87794939,22.52834264,23.85353927,30.4795224,34.45511228,35.7803089,39.75589878,45.7192836,53.67046336,55.65825829,60.9590448,64.93463468,62.28424142,87.46297732,100.7149436,97.40195201,109.3287216,115.9547048,116.6173031,127.2188761,145.1090306,153.7228086,161.0113901,160.3487918,178.2389462,180.8893395,195.4665023
1.709007323,2.563510985,2.563510985,2.563510985,5.981525631,8.545036615,9.399540277,16.23556957,17.94457689,23.07159886,26.48961351,26.48961351,33.3256428,35.88915379,35.88915379,41.87067942,50.41571603,55.542738,55.542738,70.06930025,73.48731489,72.63281123,73.48731489,77.7598332,77.7598332,81.17784785,89.72288446,87.15937348,100.8314321
7.840940913,9.521142537,11.76141137,14.0016802,12.88154579,13.44161299,17.36208345,21.28255391,22.40268832,28.56342761,36.40436852,46.48557827,70.00840101,80.08961075,108.6530384,117.0540465,128.2553906,140.5768692,154.5785494,156.8188183,178.6614394,187.6225147,190.982918,207.7849342,228.5074209,226.8272193,231.3077569,245.8695043,272.7527303
14.12391501,15.37540115,18.7722921,23.24188545,24.85093906,27.53269508,34.68404445,40.04755647,42.37174502,48.27160825,70.26200756,76.34065453,86.17375991,100.1188912,111.024699,123.0032092,133.3726658,141.4179338,153.0388765,156.0782,164.3022518,169.3081963,172.3475198,187.722921,208.1042667,207.0315643,206.6739968,221.8706142,231.8825033
11.33954973,11.77568626,15.70091501,25.29591863,28.34887433,34.89092225,37.94387795,43.17751629,44.48592587,49.71956421,53.20865644,64.54820617,67.60116187,90.28026133,119.5014087,125.1711836,146.1057369,173.1462017,195.3891646,233.7691791,270.840784,288.2862451,293.0837469,336.2612632,373.7690046,368.9715028,446.1676683,479.750181,558.6908926
26.33620659,32.59995302,38.15191009,42.84971991,48.11696123,56.37371789,69.1859265,82.14049299,91.67847051,106.0566157,126.2714338,136.5212006,153.034714,167.6975749,195.8844339,212.1132315,235.0328491,244.143753,257.667751,268.2022336,279.021432,296.958524,318.5969208,336.2492971,361.8737143,376.2518595,389.6334997,413.1225488,430.917283
16.66938316,18.15110611,21.114552,24.81885937,26.30058232,29.26402821,31.85704337,33.33876632,35.19092,40.74738105,42.96996548,45.56298063,47.41513432,50.37858021,51.86030316,54.08288758,58.15762569,60.75064085,64.08451748,68.90011706,69.27054779,70.75227074,71.12270148,71.12270148,74.45657811,74.82700885,77.79045474,81.86519285,81.86519285
17.63357433,17.63357433,24.68700406,24.68700406,24.68700406,28.21371892,31.74043379,31.74043379,38.79386352,38.79386352,38.79386352,42.32057838,45.84729325,52.90072298,52.90072298,52.90072298,45.84729325,49.37400811,49.37400811,49.37400811,49.37400811,52.90072298,45.84729325,52.90072298,49.37400811,45.84729325,45.84729325,49.37400811,42.32057838
0.539703271,1.619109813,1.619109813,2.698516356,3.238219627,3.238219627,4.317626169,5.397032711,8.095549067,9.714658881,12.41317524,12.41317524,12.41317524,12.95287851,14.57198832,15.65139486,18.88961449,18.88961449,19.42931776,19.96902103,19.96902103,19.42931776,21.58813085,21.58813085,24.2866472,28.60427337,28.60427337,29.14397664,28.0645701
3.605942593,3.605942593,3.605942593,3.605942593,3.605942593,7.211885187,7.211885187,10.81782778,18.02971297,18.02971297,21.63565556,25.24159815,28.84754075,39.66536853,54.0891389,72.11885187,79.33073705,82.93667965,104.5723352,104.5723352,108.1782778,122.6020482,137.0258185,140.6317611,144.2377037,140.6317611,144.2377037,140.6317611,137.0258185
1.843012219,2.17810535,2.680745046,4.3562107,4.691303831,5.193943527,6.199222919,6.366769484,8.209781704,10.38788705,12.06335271,13.23617866,14.57655119,16.25201684,16.9222031,17.25729623,18.76521532,19.43540158,21.94860006,23.79161228,25.96971763,27.64518329,30.66102146,31.66630086,33.67685964,34.3470459,34.3470459,36.19005812,34.68213903
18.03962568,25.67571723,31.21060238,41.4603897,42.38287056,58.42378771,61.90871539,62.36995582,75.0796921,80.56332831,88.50691348,95.06677736,103.2666072,110.697703,117.206318,121.1524861,132.6322479,137.398399,144.675748,156.4630034,160.9216609,160.7166651,167.276529,173.5801482,189.9798079,181.5237334,199.6658569,206.6869612,197.4621527
0,0,0,0,0,0,6.855419209,6.855419209,6.855419209,13.71083842,20.56625763,20.56625763,20.56625763,20.56625763,27.42167684,27.42167684,34.27709604,34.27709604,34.27709604,34.27709604,34.27709604,34.27709604,34.27709604,41.13251525,41.13251525,41.13251525,34.27709604,41.13251525,41.13251525
1.621639153,1.621639153,2.702731921,6.486556611,8.108195764,9.729834917,12.97311322,12.97311322,20.5407626,23.24349452,24.32458729,24.86513368,29.18950475,35.67606136,40.54097882,41.62207159,45.94644266,55.67627758,57.83846312,61.62228781,63.78447335,64.32501973,64.86556611,63.24392696,67.56829804,68.6493908,67.02775165,71.35212273,66.48720527
6.083999757,7.435999703,6.75999973,8.787999648,9.463999621,10.81599957,12.16799951,11.49199954,16.89999932,17.5759993,20.95599916,27.71599889,28.39199886,32.4479987,35.15199859,37.17999851,35.15199859,40.55999838,43.26399827,44.61599822,45.96799816,44.61599822,48.67199805,47.99599808,49.34799803,50.023998,51.37599794,56.78399773,51.37599794
5.090895627,7.867747788,8.330556481,9.256173868,12.03302603,14.3470695,17.12392166,18.97515643,24.06605206,29.15694768,30.54537376,33.78503462,34.24784331,37.95031286,42.1155911,44.42963457,50.44614758,69.42130401,71.27253878,71.73534748,72.19815617,71.73534748,79.60309526,94.87578215,96.26420823,107.8344256,107.3716169,111.0740864,108.2972343
12.41783095,17.17359599,21.4009427,24.30724356,25.09987107,31.44089112,37.51770201,39.3671662,46.76502293,53.10604299,57.3333897,60.50389973,64.20282809,69.22280231,71.07226649,74.50698569,82.9616791,88.77428082,92.73741836,97.75739257,97.4931834,98.28581091,104.3626218,113.0815244,117.8372894,113.8741519,114.9309886,122.5930545,117.5730803
4.255138079,4.255138079,4.255138079,4.255138079,4.255138079,4.255138079,4.255138079,4.255138079,5.673517439,5.673517439,14.1837936,18.43893168,18.43893168,22.69406976,24.11244912,24.11244912,32.62272527,31.20434591,36.87786335,36.87786335,39.71462207,48.22489823,49.64327759,49.64327759,51.06165695,55.31679503,56.73517439,56.73517439,58.15355375
2.667449118,13.33724559,16.00469471,18.67214383,18.67214383,18.67214383,18.67214383,16.00469471,18.67214383,21.33959295,26.67449118,29.3419403,32.00938942,37.34428766,40.01173678,42.67918589,50.68153325,42.67918589,45.34663501,50.68153325,50.68153325,40.01173678,48.01408413,50.68153325,53.34898237,53.34898237,53.34898237,53.34898237,50.68153325
0,0,0,0,0,0,0,0,0,0,5.988023952,5.988023952,5.988023952,5.988023952,11.9760479,5.988023952,11.9760479,11.9760479,11.9760479,11.9760479,11.9760479,17.96407186,17.96407186,17.96407186,17.96407186,17.96407186,23.95209581,23.95209581,23.95209581
5.788370847,7.472260548,9.156150249,11.78722791,12.83965897,16.31268148,21.46959369,22.52202475,29.57331287,33.04633538,39.46616487,42.51821495,48.4118289,53.56874111,56.6207912,60.72527234,63.04062068,64.19829485,67.98704668,71.35482608,73.56493131,75.14357791,78.51135731,81.87913671,85.24691611,84.82594369,87.56226445,92.82441977,88.4042093
4.436922804,6.021538091,6.972307263,8.873845608,9.507691723,13.31076841,29.7907674,29.7907674,32.0092288,35.81230549,37.39692078,38.98153606,42.78461275,52.92615059,56.72922728,57.67999645,61.7999962,63.38461148,68.4553804,75.11076461,76.06153378,79.86461047,85.5692255,88.73845608,93.809225,91.59076359,80.81537964,105.2184551,127.086146
