V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
10.99075555,12.21195061,14.65434074,14.65434074,15.8755358,15.8755358,15.8755358,17.09673086,20.76031605,21.98151111,23.20270617,23.20270617,21.98151111,24.42390123,25.64509629,32.97226666,34.19346172,36.63585184,40.29943703,40.29943703,51.29019258,56.17497283,63.5021432,65.94453332,68.38692344,75.71409381,83.04126418,86.70484937,85.4836543
0,0,0,2.72123653,2.72123653,2.72123653,2.72123653,2.72123653,5.44247306,5.44247306,5.44247306,8.16370959,8.16370959,8.16370959,8.16370959,13.60618265,13.60618265,24.49112877,24.49112877,24.49112877,27.2123653,27.2123653,29.93360183,27.2123653,32.65483836,38.09731142,43.53978448,46.26102101,46.26102101
0,3.902400952,3.902400952,5.853601428,5.853601428,5.853601428,7.804801904,9.75600238,11.70720286,17.56080428,23.41440571,31.21920762,37.07280905,39.02400952,38.04840928,43.90201071,60.48721476,67.31641643,67.31641643,68.29201666,69.2676169,65.36521595,77.07241881,75.12121833,82.92602023,87.80402142,87.80402142,96.58442357,102.438025
0,0,0,0,0,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,6.085316132,12.17063226,18.2559484,24.34126453,24.34126453,24.34126453,24.34126453,24.34126453,24.34126453,24.34126453,18.2559484,24.34126453,24.34126453,24.34126453
6.376940981,9.565411472,9.565411472,9.565411472,9.565411472,9.565411472,9.565411472,9.565411472,12.75388196,15.94235245,19.13082294,19.13082294,19.13082294,22.31929343,22.31929343,25.50776393,25.50776393,25.50776393,28.69623442,31.88470491,35.0731754,38.26164589,51.01552785,51.01552785,51.01552785,51.01552785,54.20399834,54.20399834,63.76940981
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.800258418,3.800258418,3.800258418,3.800258418,3.800258418,3.800258418,3.800258418,7.600516835,7.600516835,7.600516835,15.20103367,15.20103367,15.20103367,15.20103367,19.00129209
0,0,12.14624074,36.43872222,36.43872222,36.43872222,36.43872222,48.58496295,48.58496295,60.73120369,60.73120369,72.87744443,97.16992591,121.4624074,121.4624074,145.7548889,157.9011296,170.0473703,206.4860926,218.6323333,218.6323333,218.6323333,230.778574,267.2172962,352.2409814,352.2409814,388.6797036,376.5334629,485.8496295
0,0,0,0,0,6.790710308,6.790710308,6.790710308,6.790710308,20.37213092,20.37213092,20.37213092,27.16284123,47.53497216,47.53497216,47.53497216,47.53497216,74.69781339,101.8606546,101.8606546,115.4420752,122.2327855,142.6049165,149.3956268,156.1863371,156.1863371,203.7213092,224.0934402,237.6748608
0,0,0,0,0,0,0,0,0,11.62182579,11.62182579,17.43273868,23.24365158,23.24365158,29.05456447,40.67639026,58.10912894,58.10912894,63.92004184,75.54186763,81.35278052,81.35278052,87.16369342,92.97460631,98.78551921,98.78551921,104.5964321,116.2182579,116.2182579
1.909818376,2.864727564,2.864727564,3.819636753,5.729455129,8.594182693,8.594182693,8.594182693,8.594182693,11.45891026,12.41381945,13.36872863,20.05309295,22.91782052,22.91782052,27.69236646,31.51200321,34.37673077,40.1061859,43.92582265,47.74545941,48.70036859,52.52000535,57.29455129,56.3396421,57.29455129,63.97891561,66.84364317,68.75346155
3.865780114,5.798670172,5.798670172,7.731560229,7.731560229,7.731560229,13.5302304,13.5302304,15.46312046,21.26179063,21.26179063,25.12757074,30.92624092,32.85913097,34.79202103,38.65780114,42.52358126,38.65780114,42.52358126,44.45647132,52.18803154,52.18803154,57.98670172,56.05381166,69.58404206,69.58404206,65.71826195,75.38271223,75.38271223
19.56620658,24.11648718,26.84665554,29.5768239,37.16062491,38.52570909,40.95252541,44.28939785,46.86789019,52.63157895,55.05839527,59.91202791,62.18716821,67.19247687,69.46761717,72.50113757,79.02320643,84.18019111,86.00030335,89.79220385,86.00030335,87.82041559,90.85393599,92.67404823,90.55058395,98.28606097,98.13438495,98.58941301,102.8363416
7.223345854,7.223345854,7.223345854,7.223345854,7.223345854,7.223345854,7.223345854,7.223345854,7.223345854,7.223345854,14.44669171,21.67003756,36.11672927,36.11672927,36.11672927,43.34007512,50.56342098,50.56342098,57.78676683,57.78676683,57.78676683,57.78676683,57.78676683,57.78676683,57.78676683,57.78676683,65.01011268,65.01011268,65.01011268
6.494420211,9.741630316,9.741630316,11.90643705,11.90643705,11.90643705,11.90643705,11.90643705,14.07124379,14.07124379,15.15364716,15.15364716,15.15364716,17.3184539,17.3184539,18.40085726,20.565664,19.48326063,17.3184539,19.48326063,16.23605053,16.23605053,19.48326063,17.3184539,20.565664,20.565664,21.64806737,22.73047074,20.565664
0,0,6.068513518,9.102770276,9.102770276,9.102770276,9.102770276,9.102770276,9.102770276,12.13702704,12.13702704,18.20554055,24.27405407,24.27405407,24.27405407,24.27405407,24.27405407,24.27405407,24.27405407,24.27405407,24.27405407,24.27405407,18.20554055,21.23979731,27.30831083,27.30831083,30.34256759,30.34256759,36.41108111
24.3990216,28.66885038,29.27882592,34.15863024,35.98855686,42.08831226,44.52821442,48.18806766,54.28782306,59.16762738,60.38757846,64.0474317,65.87735832,73.1970648,86.00655114,117.7252792,125.6549612,126.8749123,137.2444965,143.3442519,148.2240562,153.1038605,170.1831757,171.4031267,176.8929066,172.0131023,178.7228332,181.7727109,184.2126131
6.23869237,13.5171668,14.55694886,16.63651299,16.63651299,20.79564123,22.87520536,23.91498742,25.99455154,30.15367979,32.23324391,32.23324391,32.23324391,33.27302597,33.27302597,35.3525901,37.43215422,37.43215422,38.47193628,35.3525901,36.39237216,31.19346185,38.47193628,39.51171834,41.59128247,37.43215422,39.51171834,40.55150041,39.51171834
0,10.02606778,10.02606778,10.02606778,10.02606778,10.02606778,10.02606778,10.02606778,20.05213555,20.05213555,30.07820333,60.15640666,60.15640666,80.20854221,100.2606778,120.3128133,120.3128133,140.3649489,140.3649489,150.3910166,190.4952877,190.4952877,240.6256266,250.6516944,270.70383,280.7298977,310.8081011,320.8341688,310.8081011
0,0,0,0,5.423287597,5.423287597,5.423287597,5.423287597,16.26986279,27.11643798,27.11643798,27.11643798,27.11643798,32.53972558,27.11643798,43.38630078,43.38630078,54.23287597,70.50273876,75.92602636,97.61917674,92.19588915,103.0424643,119.3123271,113.8890395,124.7356147,130.1589023,135.5821899,130.1589023
9.549300309,11.73199752,12.82334613,16.64306625,21.28129783,24.55534365,26.73804087,28.37506378,30.83059814,32.7404582,33.83180681,36.28734117,37.92436408,40.37989845,40.1070613,46.10947864,47.74650155,48.0193387,48.83785015,50.20203591,47.47366439,49.1106873,52.11189597,48.83785015,48.29217585,49.92919876,51.83905882,52.65757028,52.38473312
0,5.244938634,10.48987727,15.7348159,26.22469317,26.22469317,26.22469317,26.22469317,26.22469317,36.71457044,41.95950907,41.95950907,68.18420224,73.42914088,68.18420224,68.18420224,73.42914088,94.40889542,104.8987727,110.1437113,115.38865,110.1437113,115.38865,115.38865,115.38865,131.1234659,152.1032204,173.0829749,199.3076681
10.07962907,23.5191345,23.5191345,30.23888721,33.59876357,33.59876357,33.59876357,33.59876357,30.23888721,47.03826899,50.39814535,50.39814535,57.11789806,63.83765077,67.19752713,100.7962907,124.3154252,131.0351779,151.194436,178.0734469,174.7135705,167.9938178,184.7931996,184.7931996,188.153076,188.153076,194.8728287,201.5925814,198.232705
1.040485282,3.121455847,4.161941129,4.161941129,5.202426412,7.283396976,7.283396976,7.283396976,7.283396976,16.64776452,17.6882498,20.80970565,34.33601432,39.53844073,42.65989658,61.38863166,71.79348448,83.23882259,98.84610182,104.0485282,105.0890135,106.1294988,115.4938663,124.8582339,138.3845426,148.7893954,169.599101,197.6922036,245.5545266
2.416877539,4.350379571,5.55881834,6.76725711,9.425822403,10.39257342,12.32607545,13.29282647,15.46801625,24.16877539,26.34396518,29.00253047,33.11122229,47.12911202,58.00506094,72.74801393,85.55746489,95.95003831,106.100924,108.5178015,117.9436239,126.4026953,134.1367034,143.3208381,145.4960279,152.7466605,155.6469135,163.6226094,171.1149298
0,0,0,4.746760336,4.746760336,4.746760336,4.746760336,4.746760336,14.24028101,23.73380168,23.73380168,23.73380168,23.73380168,23.73380168,18.98704134,23.73380168,23.73380168,23.73380168,23.73380168,28.48056202,28.48056202,28.48056202,28.48056202,23.73380168,33.22732235,37.97408269,37.97408269,37.97408269,28.48056202
5.758250909,7.53002042,7.972962797,7.972962797,9.30178993,9.744732308,12.84532895,15.06004084,19.04652224,25.6906579,27.01948504,28.79125455,31.00596643,32.33479357,33.22067832,38.09304448,40.30775636,43.40835301,50.49543105,55.81073958,67.3272414,73.08549231,84.60199413,89.47436028,91.68907217,97.44732308,97.0043807,103.6485164,105.4202859
4.198540587,7.557373057,7.557373057,12.59562176,14.275038,14.275038,14.275038,15.95445423,17.63387047,20.15299482,20.15299482,22.67211917,24.35153541,25.19124352,26.03095164,30.22949223,30.22949223,31.06920035,31.90890846,33.5883247,32.74861658,31.90890846,36.94715717,33.5883247,36.94715717,39.46628152,40.30598964,41.14569776,41.98540587
0,0,0,0,0,0,0,0,0,0,0,10.94091904,10.94091904,10.94091904,0,10.94091904,32.82275711,43.76367615,65.64551422,65.64551422,76.58643326,76.58643326,87.5273523,98.46827133,98.46827133,98.46827133,98.46827133,98.46827133,98.46827133
5.015548199,5.015548199,5.015548199,5.015548199,10.0310964,10.0310964,20.0621928,20.0621928,45.13993379,50.15548199,60.18657839,60.18657839,60.18657839,70.21767479,75.23322299,85.26431939,95.29541579,105.3265122,110.3420604,115.3576086,115.3576086,130.4042532,150.466446,160.4975424,155.4819942,190.5908316,190.5908316,215.6685726,195.6063798
2.999580059,5.999160118,5.999160118,11.99832024,11.99832024,11.99832024,11.99832024,14.99790029,20.99706041,29.99580059,29.99580059,41.99412082,41.99412082,41.99412082,47.99328094,50.992861,53.99244106,53.99244106,59.99160118,62.99118123,62.99118123,68.99034135,80.98866159,80.98866159,101.985722,110.9844622,122.9827824,134.9811026,152.978583
0,0,4.400440044,8.800880088,8.800880088,8.800880088,8.800880088,22.00220022,26.40264026,44.00440044,44.00440044,44.00440044,48.40484048,52.80528053,57.20572057,61.60616062,92.40924092,105.6105611,140.8140814,158.4158416,180.4180418,180.4180418,180.4180418,202.420242,206.8206821,215.6215622,228.8228823,228.8228823,242.0242024
1.730672712,1.730672712,1.730672712,1.730672712,1.730672712,1.730672712,1.730672712,1.730672712,3.461345425,6.92269085,6.92269085,13.8453817,17.30672712,20.76807255,24.22941797,24.22941797,34.61345425,38.07479967,41.5361451,46.72816324,50.18950866,51.92018137,55.3815268,60.57354494,70.95758121,74.41892664,83.0722902,83.0722902,88.26430834
6.765136994,6.765136994,10.14770549,12.40275116,14.65779682,14.65779682,16.91284249,20.29541098,21.42293381,25.93302514,28.18807081,29.31559364,28.18807081,33.82568497,33.82568497,40.59082196,41.7183448,40.59082196,47.35595896,47.35595896,48.48348179,52.99357312,51.86605029,56.37614162,57.50366445,60.88623295,62.01375578,63.14127861,68.77889277
19.4708563,24.10677447,30.5970599,33.3786108,36.62375352,36.62375352,40.79607987,39.86889623,44.04122258,49.14073257,55.631018,60.73052798,65.36644615,70.92954795,69.07518068,76.02905794,82.51934337,86.69166972,93.64554697,101.9901997,99.67224059,101.9901997,102.9173833,108.9440769,112.6528115,120.9974642,119.1430969,123.3154232,120.9974642
0,0,0,0,0,0,7.879599716,15.75919943,31.51839887,47.2775983,47.2775983,47.2775983,63.03679773,118.1939957,126.0735955,133.9531952,141.8327949,149.7123946,157.5919943,165.471594,204.8695926,220.6287921,244.2675912,260.0267906,275.7859901,283.6655898,307.3043889,338.8227878,346.7023875
3.758079872,5.010773162,5.010773162,5.010773162,5.010773162,6.263466453,8.768853034,8.768853034,10.02154632,13.7796262,20.04309265,21.29578594,25.05386581,25.05386581,26.3065591,36.32810543,40.0861853,40.0861853,42.59157188,46.34965175,45.09695846,45.09695846,48.85503833,51.36042491,53.86581149,55.11850479,55.11850479,61.38197124,61.38197124
9.87727486,9.87727486,9.87727486,12.34659357,19.75454972,19.75454972,29.63182458,29.63182458,39.50909944,44.44773687,46.91705558,69.14092402,71.61024273,79.01819888,83.95683631,108.6500235,128.4045732,145.6898042,229.6466405,237.0545966,286.4409709,296.3182458,372.867126,375.3364447,412.3762254,454.3546436,442.00805,530.9035237,553.1273922
7.180091044,9.094781989,10.05212746,10.5308002,11.00947293,11.48814567,13.88150935,14.36018209,16.27487303,19.14690945,20.10425492,20.58292766,34.94310975,36.85780069,39.25116437,40.68718258,42.60187353,46.90992815,56.00471014,57.44072835,56.00471014,59.35541929,62.22745571,62.70612845,67.01418307,68.92887402,70.36489223,74.67294685,76.5876378
14.12628902,26.68299038,36.10051639,43.94845474,47.08763008,47.08763008,50.22680542,50.22680542,53.36598076,75.34020813,76.9097958,76.9097958,84.75773414,98.88402317,100.4536108,108.3015492,113.0103122,122.4278382,123.9974259,128.7061889,125.5670135,119.2886629,122.4278382,123.9974259,128.7061889,133.4149519,138.1237149,141.2628902,138.1237149
6.105751618,12.21150324,12.21150324,12.21150324,12.21150324,12.21150324,18.31725485,18.31725485,12.21150324,24.42300647,24.42300647,24.42300647,24.42300647,36.63450971,36.63450971,54.95176456,67.1632678,67.1632678,67.1632678,67.1632678,67.1632678,61.05751618,73.26901942,79.37477103,85.48052265,91.58627427,85.48052265,97.69202589,103.7977775
9.409993413,18.81998683,18.81998683,18.81998683,18.81998683,18.81998683,28.22998024,28.22998024,47.04996707,56.45996048,103.5099275,112.919921,112.919921,122.3299144,122.3299144,150.5598946,169.3798814,225.8398419,282.2998024,291.7097958,282.2998024,310.5297826,366.9897431,376.3997365,423.4497036,442.2696904,442.2696904,451.6796838,442.2696904
0,0,8.453085376,8.453085376,8.453085376,8.453085376,8.453085376,8.453085376,8.453085376,12.67962806,12.67962806,12.67962806,12.67962806,12.67962806,12.67962806,12.67962806,16.90617075,16.90617075,16.90617075,16.90617075,16.90617075,16.90617075,21.13271344,38.03888419,38.03888419,38.03888419,38.03888419,42.26542688,42.26542688
9.746860119,12.5316773,15.31649447,18.10131165,18.10131165,18.10131165,22.27853741,45.94948342,48.73430059,54.30393495,58.48116071,62.65838648,80.75969813,90.50655824,108.6078699,68.22802083,68.22802083,87.72174107,94.68378401,119.7471386,126.7091815,144.8104932,155.9497619,187.9751594,229.7474171,242.2790944,271.5196747,285.4437606,317.4691581
0.788830165,1.57766033,1.57766033,2.366490495,2.366490495,3.155320659,3.155320659,3.155320659,3.155320659,3.944150824,5.521811154,6.310641319,7.099471484,7.099471484,7.099471484,7.888301649,8.677131814,10.25479214,11.83245247,11.83245247,11.83245247,11.04362231,14.19894297,14.98777313,17.35426363,18.14309379,22.08724462,22.87607478,24.45373511
16.10035421,18.90041581,28.00061601,37.80083162,42.00092402,48.30106262,55.30121663,80.50177104,100.8022176,119.0026181,133.7029415,159.6035113,172.9038039,189.7041735,193.2042505,133.0029261,144.2031725,154.0033881,157.5034651,165.9036499,170.8037577,170.1037423,183.4040349,184.1040503,197.4043429,208.6045893,210.7046355,192.5042351,205.1045123
0,0,0,1.855666277,1.855666277,1.855666277,1.855666277,1.855666277,3.711332554,3.711332554,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,5.566998831,9.278331385,7.422665108,12.98966394,12.98966394,14.84533022,16.70099649,16.70099649
5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,2.626602227,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,2.626602227,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455,5.253204455
0,0,0,0,0,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,10.54518612,21.09037225,21.09037225,21.09037225,21.09037225,21.09037225,21.09037225,21.09037225,21.09037225,10.54518612,21.09037225,21.09037225,21.09037225
0,9.479571523,9.479571523,9.479571523,9.479571523,9.479571523,9.479571523,9.479571523,9.479571523,9.479571523,9.479571523,14.21935729,14.21935729,14.21935729,14.21935729,18.95914305,18.95914305,18.95914305,18.95914305,18.95914305,18.95914305,14.21935729,23.69892881,23.69892881,23.69892881,18.95914305,18.95914305,23.69892881,23.69892881
5.645203708,6.710764247,9.000585832,10.17950388,12.24261045,15.52997807,17.72911365,19.63351972,21.6739548,23.48767487,26.27626947,29.33692208,31.76277267,33.14573422,34.30198076,37.18126137,38.94963843,41.26213152,42.05563405,43.3705811,44.25476963,46.34054771,47.70083776,51.80437941,52.84726845,53.82214298,55.83990656,58.49247215,60.60092173
0,0.954426151,1.908852303,2.386065378,2.863278454,3.340491529,3.340491529,3.340491529,3.817704605,4.294917681,5.726556908,7.63540921,9.544261513,10.97590074,10.97590074,12.88475304,13.36196612,14.31639227,14.31639227,19.08852303,21.4745884,20.52016225,23.38344071,23.86065378,24.33786686,24.81507993,26.24671916,27.67835839,27.67835839
33.50083752,38.93340577,44.36597401,51.60939834,56.13653855,79.67766762,82.39395174,154.828195,179.2747521,220.924442,247.1818552,277.0609806,323.2378107,340.4409435,363.9820725,252.6144235,248.0872833,281.5881208,286.115261,298.7912536,309.6563901,339.5355154,356.7386482,376.6580651,394.7666259,382.0906333,415.5914709,356.7386482,442.7543121
4.619502191,7.121732544,9.720202527,11.16379696,14.33970472,17.51561247,19.05544654,20.49904097,22.42383355,25.79222057,30.31548313,34.5500268,38.78457048,38.59209122,43.21159341,47.63861634,51.58444113,54.85658852,57.64753776,59.76480959,62.45951921,62.07456069,67.7526988,74.29699357,76.41426541,79.20521465,83.72847721,85.65326979,85.46079053
5.143825843,7.827561066,7.603916464,9.169428678,11.4058747,11.18223009,13.41867611,14.53689912,15.43147753,17.22063435,19.90436957,23.03539399,23.7063278,26.16641842,27.28464143,30.63931046,29.96837665,32.20482267,36.23042551,36.45407011,38.91416073,38.01958232,43.83434197,46.29443259,50.32003543,53.89834906,53.22741525,57.70030729,60.83133171
2.150029025,4.300058051,4.300058051,4.300058051,4.300058051,4.300058051,4.300058051,6.450087076,6.450087076,6.450087076,8.600116102,8.600116102,8.600116102,10.75014513,12.90017415,12.90017415,15.05020318,17.2002322,17.2002322,21.50029025,21.50029025,23.65031928,30.10040636,30.10040636,34.40046441,40.85055148,43.00058051,47.30063856,60.20081271
1.724189954,2.155237443,3.879427397,3.879427397,5.172569862,6.465712328,9.051997259,10.34513972,14.65561461,15.0866621,18.53504201,19.39713698,21.12132694,24.56970684,25.00075433,26.2938968,26.72494429,26.2938968,27.15599178,27.58703926,27.15599178,27.58703926,27.15599178,29.31122922,29.31122922,29.31122922,28.01808675,29.31122922,26.72494429
1.414240459,1.885653945,1.885653945,1.885653945,2.357067431,2.828480917,4.242721376,5.656961834,6.128375321,6.128375321,6.128375321,6.128375321,6.128375321,6.128375321,6.599788807,6.599788807,7.071202293,7.071202293,8.956856238,9.428269724,8.956856238,8.956856238,11.31392367,12.72816413,12.72816413,12.72816413,12.72816413,13.19957761,18.85653945
