-86.30861135,35.91892436
-86.67196399,31.59690544
-85.54299378,34.48482286
-87.95539366,34.29102532
-83.76696644,32.63359029
-84.24819988,30.65795479
-84.21765011,33.82255571
-74.99009632,39.43156842
-76.91844606,39.40002885
-81.44347414,29.85281205
-82.70529142,31.21070429
-80.81221938,26.5999807
-81.87542939,27.53691102
-81.08547606,31.27464618
-80.39753434,27.7236633
-82.13508465,33.97233795
-81.10875233,32.69980311
-82.78813943,35.63337474
-84.96838088,35.91402541
-114.2560456,44.06430576
-114.4167504,47.7353831
-116.8501916,48.92205611
-116.4513152,44.4573548
-110.8444371,42.16135194
-117.4559957,46.94765689
-111.2691934,44.29127992
-112.6293842,41.93332743
-112.4968621,45.55167426
-87.94481295,38.95523788
-89.40992395,38.32202997
-88.80711665,37.62643543
-87.39660474,41.55494211
-89.32229025,40.84371012
-88.70153862,41.69706428
-90.6174147,42.26287603
-90.06251975,43.77775471
-91.36323331,39.83852122
-87.66637013,43.81128428
-86.30183382,40.24282749
-87.83797153,37.13736101
-84.77928829,39.53512659
-85.6745534,41.49693947
-85.73159079,38.4870605
-84.53038971,41.58398009
-83.91326543,39.69099772
-91.4613638,42.43878364
-92.7968176,41.91077027
-94.64152826,43.22512871
-96.21288356,43.14950602
-92.93197746,44.12171756
-94.76634695,42.33849918
-94.46311259,40.35719529
-97.67178474,40.74238597
-98.90044969,38.00032349
-94.73965086,37.04071415
-100.8499999,39.10148656
-99.42449347,39.86705454
-97.24513777,37.13863491
-96.17340729,39.3057462
-93.4890773,38.88179126
-97.07841874,39.32572298
-99.98662206,36.75475655
-102.1364794,37.30452197
-95.32282598,40.12284311
-84.64765152,38.00776524
-83.1631834,37.8758531
-81.8583484,40.02604558
-80.47055242,38.01965881
-89.99896111,29.92959099
-89.48787597,31.40384738
-92.34146053,32.79462438
-91.2797291,30.47608804
-90.32065019,33.87589035
-92.71801157,30.74628303
-69.49721813,46.06799508
-67.91638587,47.11830514
-69.27699089,44.54099724
-70.18140824,43.84181046
-77.92932229,40.48695419
-77.76721863,39.88807343
-71.62407288,42.4142497
-73.57535231,43.50880255
-85.70528955,44.96063139
-84.10453645,45.27156008
-83.19192978,43.45710202
-86.87525651,45.39149531
-88.54794122,47.03768869
-86.43883232,46.45629171
-90.04510483,45.25768938
-95.03022477,46.35195446
-95.80464016,48.9394354
-91.8399285,47.95369369
-94.01256298,44.58321066
-95.87012759,47.32804901
-88.57007727,35.68821516
-89.54124892,32.26444859
-91.81899019,38.18540145
-90.05389804,36.82310471
-92.59082675,36.02162565
-109.732584,47.51493077
-108.5718013,45.68943436
-103.931174,46.80600544
-105.2969738,48.08384286
-106.3607537,45.18914532
-109.6816564,49.22588029
-110.7120699,47.72826479
-102.8522501,48.21054571
-97.94923632,42.25992842
-101.1703561,42.19840885
-102.4733341,42.86133205
-103.7882214,42.46299429
-98.02584938,44.2066307
-117.6545894,41.75837102
-115.6877561,40.32613618
-114.3870943,37.9800233
-113.2149247,36.26559795
-120.7142323,39.56658311
-114.2711694,39.92626474
-71.93456088,44.54892541
-73.69602562,41.38445576
-75.12211035,41.4980031
-107.8381916,35.96979611
-106.3569152,35.5035448
-104.3906371,35.39316194
-108.2659957,32.56706689
-106.6629934,37.70460992
-104.0587842,38.58584743
-103.1802621,32.26681426
-103.985443,33.88974788
-77.27574395,43.76180997
-75.42453665,44.48795543
-75.14343474,42.91177211
-78.08328025,42.85232012
-72.49820862,44.95894428
-79.1868447,34.51415603
-76.17358975,35.29477471
-81.07285331,35.95817122
-76.97069013,37.13720428
-76.00078382,37.82219749
-79.42833153,37.19855101
-81.95425829,36.54167659
-98.8892234,46.90723947
-97.58737079,47.4612105
-101.2941797,47.80417009
-100.5652354,46.20316772
-80.4885038,40.93763364
-80.4041876,39.84689027
-110.3038283,34.29156871
-109.8790036,35.71815602
-112.0749275,33.79621756
-111.2451869,32.75062918
-113.5681826,33.14122529
-112.1782447,35.16534597
-111.3854997,36.28066349
-96.81600086,34.52907415
-95.80088993,35.20810656
-95.91203347,36.41949454
-97.83409777,35.51598491
-99.79212729,35.5823662
-94.9153073,33.67349126
-122.1554687,42.97404298
-123.1262221,45.38015655
-119.9753794,44.69865197
-120.320656,46.57937311
-123.4380715,43.62965524
-81.4555134,35.1937831
-102.0947384,45.09743558
-100.9858224,44.30802881
-98.73454111,45.47572099
-95.85691597,33.44875738
-97.80767053,29.89821438
-95.4510491,31.57499804
-99.12098019,34.19717035
-100.3464116,31.82072303
-96.96486813,29.21265508
-94.48357587,32.29630514
-97.95281089,27.51205724
-101.2976782,34.43417046
-101.7747423,33.65576419
-97.72520863,32.92237343
-98.40126288,29.4232197
-103.7633723,30.69165255
-110.3906095,39.31781139
-111.3806765,37.87407008
-111.1518398,40.55133202
-91.31525651,34.38609531
-118.6841412,47.57999869
-121.3653623,48.04282171
-121.1820248,49.34513938
-89.33551477,45.31640446
-106.4249702,41.0671454
-109.2842285,43.11443369
-104.795133,43.31387066
-122.4972076,41.08432901
-121.5074673,38.39973516
-120.0279889,35.73984859
-120.3320602,37.55000145
-117.403678,34.15632471
-107.3262068,38.72008565
-103.602384,39.75569077
